Fault index 1 = needles segment
Fault index 2-5 = Kekerengu, Jordan Thrust, Upper Kowhai segments
Fault index 6-7 = Hope segments
Fault index 8-16 = Humps/Hunderlee segments
Fault index 17-18 = London Hills
Fault index 19 = Fidget
Fault index 20 = interface
longditude (centre of patch), latitude (centre of patch), strike, dip, rake, slip (m), length (km), top of patch (km), bottom of patch (km) index	
173.6721 -42.1883 221.219375 12.000000 90.000000 1.314581 3.000000 25.625000 26.250000	   2.0000000e+01
173.6462 -42.1701 221.219375 12.000000 90.000000 2.014408 3.000000 26.250000 26.875000	   2.0000000e+01
173.6204 -42.1519 221.219375 12.000000 90.000000 2.634798 3.000000 26.875000 27.500000	   2.0000000e+01
173.5947 -42.1337 221.219375 12.000000 90.264177 3.057209 3.000000 27.500000 28.125000	   2.0000000e+01
173.5689 -42.1154 221.219375 12.000000 91.328889 3.203343 3.000000 28.125000 28.750000	   2.0000000e+01
173.5431 -42.0972 221.219375 12.000000 92.567124 3.047280 3.000000 28.750000 29.375000	   2.0000000e+01
173.5174 -42.0790 221.219375 12.000000 93.388377 2.617934 3.000000 29.375000 30.000000	   2.0000000e+01
173.4916 -42.0608 221.219375 12.000000 93.369003 1.996688 3.000000 30.000000 30.625000	   2.0000000e+01
173.4659 -42.0425 221.219375 12.000000 92.263670 1.305477 3.000000 30.625000 31.250000	   2.0000000e+01
173.4402 -42.0243 221.219375 12.000000 90.295193 0.680503 3.000000 31.250000 31.875000	   2.0000000e+01
173.4145 -42.0060 221.219375 12.000000 90.000000 0.235192 3.000000 31.875000 32.500000	   2.0000000e+01
173.3889 -41.9878 221.219375 12.000000 90.000000 0.023511 3.000000 32.500000 33.125000	   2.0000000e+01
173.3632 -41.9695 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.3376 -41.9513 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.3120 -41.9330 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.8801 -42.3715 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.8542 -42.3533 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.8282 -42.3352 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.8023 -42.3170 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.7764 -42.2988 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.7505 -42.2806 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.7246 -42.2625 221.219375 12.000000 90.000000 0.145222 3.000000 23.750000 24.375000	   2.0000000e+01
173.6988 -42.2443 221.219375 12.000000 90.000000 0.601063 3.000000 24.375000 25.000000	   2.0000000e+01
173.6729 -42.2261 221.219375 12.000000 90.000000 1.335607 3.000000 25.000000 25.625000	   2.0000000e+01
173.6471 -42.2079 221.219375 12.000000 90.000000 2.209679 3.000000 25.625000 26.250000	   2.0000000e+01
173.6213 -42.1897 221.219375 12.000000 90.000000 3.044271 3.000000 26.250000 26.875000	   2.0000000e+01
173.5955 -42.1714 221.219375 12.000000 90.000000 3.673701 3.000000 26.875000 27.500000	   2.0000000e+01
173.5697 -42.1532 221.219375 12.000000 90.706073 3.981017 3.000000 27.500000 28.125000	   2.0000000e+01
173.5439 -42.1350 221.219375 12.000000 91.988989 3.917258 3.000000 28.125000 28.750000	   2.0000000e+01
173.5181 -42.1168 221.219375 12.000000 93.379565 3.503203 3.000000 28.750000 29.375000	   2.0000000e+01
173.4924 -42.0986 221.219375 12.000000 94.407288 2.820257 3.000000 29.375000 30.000000	   2.0000000e+01
173.4667 -42.0803 221.219375 12.000000 94.626832 1.996548 3.000000 30.000000 30.625000	   2.0000000e+01
173.4410 -42.0621 221.219375 12.000000 93.589928 1.185497 3.000000 30.625000 31.250000	   2.0000000e+01
173.4153 -42.0438 221.219375 12.000000 91.055318 0.533073 3.000000 31.250000 31.875000	   2.0000000e+01
173.3896 -42.0256 221.219375 12.000000 90.000000 0.135445 3.000000 31.875000 32.500000	   2.0000000e+01
173.3639 -42.0073 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.3383 -41.9890 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.3126 -41.9708 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.2870 -41.9525 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.8551 -42.3911 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.8292 -42.3729 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.8032 -42.3548 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.7773 -42.3366 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.7514 -42.3184 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.7255 -42.3002 221.219375 12.000000 90.000000 0.028804 3.000000 23.125000 23.750000	   2.0000000e+01
173.6996 -42.2821 221.219375 12.000000 90.000000 0.351567 3.000000 23.750000 24.375000	   2.0000000e+01
173.6738 -42.2639 221.219375 12.000000 90.000000 1.045600 3.000000 24.375000 25.000000	   2.0000000e+01
173.6479 -42.2457 221.219375 12.000000 90.000000 2.013653 3.000000 25.000000 25.625000	   2.0000000e+01
173.6221 -42.2275 221.219375 12.000000 90.000000 3.060884 3.000000 25.625000 26.250000	   2.0000000e+01
173.5963 -42.2092 221.219375 12.000000 90.000000 3.969916 3.000000 26.250000 26.875000	   2.0000000e+01
173.5705 -42.1910 221.219375 12.000000 90.363121 4.559924 3.000000 26.875000 27.500000	   2.0000000e+01
173.5447 -42.1728 221.219375 12.000000 91.422608 4.724883 3.000000 27.500000 28.125000	   2.0000000e+01
173.5189 -42.1546 221.219375 12.000000 92.910082 4.448195 3.000000 28.125000 28.750000	   2.0000000e+01
173.4932 -42.1363 221.219375 12.000000 94.471156 3.795287 3.000000 28.750000 29.375000	   2.0000000e+01
173.4674 -42.1181 221.219375 12.000000 95.736441 2.894882 3.000000 29.375000 30.000000	   2.0000000e+01
173.4417 -42.0999 221.219375 12.000000 96.280234 1.914611 3.000000 30.000000 30.625000	   2.0000000e+01
173.4160 -42.0816 221.219375 12.000000 95.509508 1.030706 3.000000 30.625000 31.250000	   2.0000000e+01
173.3903 -42.0634 221.219375 12.000000 92.570540 0.389571 3.000000 31.250000 31.875000	   2.0000000e+01
173.3646 -42.0451 221.219375 12.000000 90.000000 0.061353 3.000000 31.875000 32.500000	   2.0000000e+01
173.3389 -42.0268 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.3133 -42.0086 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.2876 -41.9903 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.2620 -41.9720 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.8301 -42.4107 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.8042 -42.3926 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.7782 -42.3744 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.7523 -42.3562 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.7264 -42.3380 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.7005 -42.3198 221.219375 12.000000 90.000000 0.085388 3.000000 23.125000 23.750000	   2.0000000e+01
173.6746 -42.3017 221.219375 12.000000 90.000000 0.544075 3.000000 23.750000 24.375000	   2.0000000e+01
173.6488 -42.2834 221.219375 12.000000 90.000000 1.407969 3.000000 24.375000 25.000000	   2.0000000e+01
173.6229 -42.2652 221.219375 12.000000 90.000000 2.532291 3.000000 25.000000 25.625000	   2.0000000e+01
173.5971 -42.2470 221.219375 12.000000 90.000000 3.681479 3.000000 25.625000 26.250000	   2.0000000e+01
173.5713 -42.2288 221.219375 12.000000 90.176872 4.611284 3.000000 26.250000 26.875000	   2.0000000e+01
173.5455 -42.2106 221.219375 12.000000 91.006298 5.133950 3.000000 26.875000 27.500000	   2.0000000e+01
173.5197 -42.1924 221.219375 12.000000 92.390772 5.157891 3.000000 27.500000 28.125000	   2.0000000e+01
173.4939 -42.1741 221.219375 12.000000 94.104598 4.696840 3.000000 28.125000 28.750000	   2.0000000e+01
173.4682 -42.1559 221.219375 12.000000 95.903407 3.855455 3.000000 28.750000 29.375000	   2.0000000e+01
173.4424 -42.1377 221.219375 12.000000 97.519050 2.801847 3.000000 29.375000 30.000000	   2.0000000e+01
173.4167 -42.1194 221.219375 12.000000 98.595001 1.733500 3.000000 30.000000 30.625000	   2.0000000e+01
173.3910 -42.1011 221.219375 12.000000 98.506485 0.838831 3.000000 30.625000 31.250000	   2.0000000e+01
173.3653 -42.0829 221.219375 12.000000 95.793927 0.253678 3.000000 31.250000 31.875000	   2.0000000e+01
173.3396 -42.0646 221.219375 12.000000 90.000000 0.011131 3.000000 31.875000 32.500000	   2.0000000e+01
173.3139 -42.0464 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.2883 -42.0281 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.2626 -42.0098 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.2370 -41.9915 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.8051 -42.4304 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.7792 -42.4122 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.7532 -42.3940 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.7273 -42.3758 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.7014 -42.3576 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.6755 -42.3394 221.219375 12.000000 90.000000 0.116525 3.000000 23.125000 23.750000	   2.0000000e+01
173.6496 -42.3212 221.219375 12.000000 90.000000 0.637267 3.000000 23.750000 24.375000	   2.0000000e+01
173.6238 -42.3030 221.219375 12.000000 90.000000 1.577429 3.000000 24.375000 25.000000	   2.0000000e+01
173.5979 -42.2848 221.219375 12.000000 90.000000 2.767306 3.000000 25.000000 25.625000	   2.0000000e+01
173.5721 -42.2666 221.219375 12.000000 90.000000 3.946405 3.000000 25.625000 26.250000	   2.0000000e+01
173.5463 -42.2484 221.219375 12.000000 90.638432 4.853756 3.000000 26.250000 26.875000	   2.0000000e+01
173.5205 -42.2302 221.219375 12.000000 91.881151 5.299943 3.000000 26.875000 27.500000	   2.0000000e+01
173.4947 -42.2119 221.219375 12.000000 93.579086 5.207027 3.000000 27.500000 28.125000	   2.0000000e+01
173.4689 -42.1937 221.219375 12.000000 95.581044 4.614142 3.000000 28.125000 28.750000	   2.0000000e+01
173.4431 -42.1754 221.219375 12.000000 97.748139 3.657348 3.000000 28.750000 29.375000	   2.0000000e+01
173.4174 -42.1572 221.219375 12.000000 99.939671 2.534002 3.000000 29.375000 30.000000	   2.0000000e+01
173.3917 -42.1389 221.219375 12.000000 101.976335 1.459879 3.000000 30.000000 30.625000	   2.0000000e+01
173.3659 -42.1207 221.219375 12.000000 103.528007 0.623737 3.000000 30.625000 31.250000	   2.0000000e+01
173.3402 -42.1024 221.219375 12.000000 103.513186 0.140464 3.000000 31.250000 31.875000	   2.0000000e+01
173.3146 -42.0841 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
173.2889 -42.0659 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.2632 -42.0476 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.2376 -42.0293 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.2120 -42.0110 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.7801 -42.4500 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.7541 -42.4318 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.7282 -42.4136 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.7023 -42.3954 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.6764 -42.3772 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.6505 -42.3590 221.219375 12.000000 90.000000 0.097840 3.000000 23.125000 23.750000	   2.0000000e+01
173.6246 -42.3408 221.219375 12.000000 90.000000 0.594658 3.000000 23.750000 24.375000	   2.0000000e+01
173.5987 -42.3226 221.219375 12.000000 90.000000 1.511852 3.000000 24.375000 25.000000	   2.0000000e+01
173.5729 -42.3044 221.219375 12.000000 90.000000 2.676352 3.000000 25.000000 25.625000	   2.0000000e+01
173.5470 -42.2862 221.219375 12.000000 90.262840 3.818277 3.000000 25.625000 26.250000	   2.0000000e+01
173.5212 -42.2679 221.219375 12.000000 91.289132 4.669501 3.000000 26.250000 26.875000	   2.0000000e+01
173.4954 -42.2497 221.219375 12.000000 92.897448 5.042093 3.000000 26.875000 27.500000	   2.0000000e+01
173.4696 -42.2315 221.219375 12.000000 94.944740 4.869453 3.000000 27.500000 28.125000	   2.0000000e+01
173.4439 -42.2132 221.219375 12.000000 97.353970 4.209967 3.000000 28.125000 28.750000	   2.0000000e+01
173.4181 -42.1950 221.219375 12.000000 100.108495 3.221767 3.000000 28.750000 29.375000	   2.0000000e+01
173.3924 -42.1767 221.219375 12.000000 103.275109 2.119682 3.000000 29.375000 30.000000	   2.0000000e+01
173.3666 -42.1585 221.219375 12.000000 107.119737 1.124451 3.000000 30.000000 30.625000	   2.0000000e+01
173.3409 -42.1402 221.219375 12.000000 112.698633 0.410978 3.000000 30.625000 31.250000	   2.0000000e+01
173.3152 -42.1219 221.219375 12.000000 128.580281 0.058846 3.000000 31.250000 31.875000	   2.0000000e+01
173.2895 -42.1037 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
173.2639 -42.0854 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.2382 -42.0671 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.2126 -42.0488 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.1869 -42.0305 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.7550 -42.4696 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.7291 -42.4514 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.7031 -42.4332 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.6772 -42.4150 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.6513 -42.3968 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.6254 -42.3786 221.219375 12.000000 90.000000 0.043827 3.000000 23.125000 23.750000	   2.0000000e+01
173.5995 -42.3604 221.219375 12.000000 90.000000 0.441205 3.000000 23.750000 24.375000	   2.0000000e+01
173.5737 -42.3422 221.219375 12.000000 90.000000 1.245367 3.000000 24.375000 25.000000	   2.0000000e+01
173.5478 -42.3240 221.219375 12.000000 90.000000 2.301936 3.000000 25.000000 25.625000	   2.0000000e+01
173.5220 -42.3057 221.219375 12.000000 90.546267 3.346962 3.000000 25.625000 26.250000	   2.0000000e+01
173.4962 -42.2875 221.219375 12.000000 91.941623 4.114224 3.000000 26.250000 26.875000	   2.0000000e+01
173.4704 -42.2693 221.219375 12.000000 93.949635 4.420295 3.000000 26.875000 27.500000	   2.0000000e+01
173.4446 -42.2510 221.219375 12.000000 96.454616 4.207891 3.000000 27.500000 28.125000	   2.0000000e+01
173.4188 -42.2328 221.219375 12.000000 99.473230 3.548292 3.000000 28.125000 28.750000	   2.0000000e+01
173.3930 -42.2145 221.219375 12.000000 103.173752 2.611722 3.000000 28.750000 29.375000	   2.0000000e+01
173.3673 -42.1963 221.219375 12.000000 108.018211 1.617924 3.000000 29.375000 30.000000	   2.0000000e+01
173.3416 -42.1780 221.219375 12.000000 115.333330 0.778819 3.000000 30.000000 30.625000	   2.0000000e+01
173.3159 -42.1597 221.219375 12.000000 130.219397 0.241606 3.000000 30.625000 31.250000	   2.0000000e+01
173.2902 -42.1414 221.219375 12.000000 180.000000 0.034586 3.000000 31.250000 31.875000	   2.0000000e+01
173.2645 -42.1232 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
173.2388 -42.1049 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.2132 -42.0866 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.1875 -42.0683 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.1619 -42.0500 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.7300 -42.4892 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.7040 -42.4710 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
173.6781 -42.4528 221.219375 12.000000 180.000000 0.000000 3.000000 21.250000 21.875000	   2.0000000e+01
173.6521 -42.4346 221.219375 12.000000 180.000000 0.000000 3.000000 21.875000 22.500000	   2.0000000e+01
173.6262 -42.4164 221.219375 12.000000 180.000000 0.000000 3.000000 22.500000 23.125000	   2.0000000e+01
173.6003 -42.3982 221.219375 12.000000 180.000000 0.000000 3.000000 23.125000 23.750000	   2.0000000e+01
173.5745 -42.3800 221.219375 12.000000 90.000000 0.247391 3.000000 23.750000 24.375000	   2.0000000e+01
173.5486 -42.3618 221.219375 12.000000 90.000000 0.868401 3.000000 24.375000 25.000000	   2.0000000e+01
173.5228 -42.3435 221.219375 12.000000 90.000000 1.749259 3.000000 25.000000 25.625000	   2.0000000e+01
173.4969 -42.3253 221.219375 12.000000 90.685541 2.646543 3.000000 25.625000 26.250000	   2.0000000e+01
173.4711 -42.3071 221.219375 12.000000 92.463420 3.305162 3.000000 26.250000 26.875000	   2.0000000e+01
173.4453 -42.2888 221.219375 12.000000 94.977001 3.550400 3.000000 26.875000 27.500000	   2.0000000e+01
173.4195 -42.2706 221.219375 12.000000 98.132854 3.333333 3.000000 27.500000 28.125000	   2.0000000e+01
173.3937 -42.2523 221.219375 12.000000 102.090508 2.732199 3.000000 28.125000 28.750000	   2.0000000e+01
173.3680 -42.2340 221.219375 12.000000 107.349741 1.919209 3.000000 28.750000 29.375000	   2.0000000e+01
173.3422 -42.2158 221.219375 12.000000 115.179780 1.106158 3.000000 29.375000 30.000000	   2.0000000e+01
173.3165 -42.1975 221.219375 12.000000 129.138708 0.481809 3.000000 30.000000 30.625000	   2.0000000e+01
173.2908 -42.1792 221.219375 12.000000 158.136216 0.145502 3.000000 30.625000 31.250000	   2.0000000e+01
173.2651 -42.1609 221.219375 12.000000 180.000000 0.025355 3.000000 31.250000 31.875000	   2.0000000e+01
173.2394 -42.1427 221.219375 12.000000 180.000000 0.000000 3.000000 31.875000 32.500000	   2.0000000e+01
173.2137 -42.1244 221.219375 12.000000 180.000000 0.000000 3.000000 32.500000 33.125000	   2.0000000e+01
173.1881 -42.1061 221.219375 12.000000 180.000000 0.000000 3.000000 33.125000 33.750000	   2.0000000e+01
173.1625 -42.0878 221.219375 12.000000 180.000000 0.000000 3.000000 33.750000 34.375000	   2.0000000e+01
173.1368 -42.0695 221.219375 12.000000 180.000000 0.000000 3.000000 34.375000 35.000000	   2.0000000e+01
173.7049 -42.5088 221.219375 12.000000 180.000000 0.000000 3.000000 20.000000 20.625000	   2.0000000e+01
173.6789 -42.4906 221.219375 12.000000 180.000000 0.000000 3.000000 20.625000 21.250000	   2.0000000e+01
